2009-08-01T02:32:24Z 757 1
2009-08-02T07:10:56Z 806 1
2009-08-03T13:47:12Z 811 1
2009-08-07T21:21:29Z 872 1
2009-08-15T21:13:27Z 1015 1
2009-08-24T07:14:49Z 1379 1
2009-09-02T01:53:25Z 1564 1
2009-09-02T18:11:06Z 1579 1
2009-09-07T17:33:40Z 1823 1
2009-09-13T05:32:09Z 2002 1
2009-09-15T15:08:22Z 2142 1
2009-10-23T14:28:07Z 3243 1
2009-11-17T14:54:27Z 6924 1
2009-11-29T00:54:18Z 8629 1
2009-12-16T06:07:50Z 16088 0
2009-12-21T09:15:35Z 18771 1
2010-01-20T18:12:02Z 27941 1
2010-02-18T15:52:52Z 38529 1
2010-03-02T18:47:22Z 43367 0
2010-03-08T16:10:37Z 47832 1
2010-03-26T22:56:34Z 63918 1
2010-04-27T07:31:16Z 82806 0
2010-05-17T22:53:27Z 96946 1
2010-05-19T16:00:03Z 98544 0
2010-05-23T22:23:12Z 101368 1
2010-06-09T16:15:28Z 112253 1
2010-06-13T17:23:38Z 115359 1
2010-06-21T10:24:15Z 121460 1
2010-06-27T12:18:19Z 130453 0
2010-07-04T22:54:31Z 145673 1
2010-07-06T07:37:09Z 147861 1
2010-07-06T18:28:36Z 149063 0
2010-07-08T12:32:39Z 151179 0
2010-07-14T02:36:24Z 161364 0
2010-07-14T02:36:27Z 161365 1
2010-07-20T12:14:46Z 175463 1
2010-07-22T16:09:30Z 179423 1
2010-07-24T11:18:42Z 184716 0
2010-07-24T11:30:36Z 184947 0
2010-07-29T19:38:09Z 195341 1
2010-08-08T02:19:23Z 224381 1
2010-08-11T22:55:08Z 233379 0
2010-08-11T22:55:16Z 233380 1
2010-08-12T21:31:54Z 235272 1
2010-08-17T17:49:18Z 248004 1
2010-08-17T20:28:31Z 248256 1
2010-08-20T05:43:42Z 256006 1
2010-08-21T05:08:37Z 258759 0
2010-08-21T18:54:42Z 259918 0
2010-08-21T20:53:00Z 260126 0
2010-08-23T01:40:11Z 263744 1
2010-08-23T17:21:40Z 266531 1
2010-08-31T22:52:31Z 288052 0
2010-09-01T04:55:06Z 288612 1
2010-09-01T22:51:28Z 289744 1
2010-09-02T17:06:46Z 291229 0
2010-09-03T04:15:46Z 292559 0
2010-09-04T14:35:42Z 295393 1
2010-09-05T07:45:37Z 296866 0
2010-09-06T03:24:23Z 298239 1
2010-09-07T03:47:10Z 301049 0
2010-09-08T04:15:16Z 303079 1
2010-09-08T13:22:16Z 303950 1
2010-09-09T14:48:11Z 307356 1
2010-09-16T05:43:17Z 342829 1
2010-09-16T06:20:33Z 342917 1
2010-09-17T22:39:19Z 349544 0
2010-09-19T02:50:44Z 352694 1
2010-09-19T09:34:50Z 353175 0
2010-09-20T15:11:57Z 357579 1
2010-09-22T21:38:18Z 367266 1
2010-09-23T05:21:05Z 368841 1
2010-09-24T05:16:36Z 372483 1
2010-09-24T19:00:39Z 374048 0
2010-09-26T01:41:44Z 378554 0
2010-09-26T08:43:01Z 379892 0
2010-09-26T08:48:52Z 379963 0
2010-09-29T21:16:38Z 395394 0
2010-10-02T16:37:17Z 403342 1
2010-10-05T15:37:31Z 412130 1
2010-10-10T03:49:32Z 427865 0
2010-10-16T06:26:35Z 443758 1
2010-10-29T03:50:18Z 488310 1
2010-10-29T19:58:26Z 489516 0
2010-10-30T09:29:20Z 490400 0
2010-10-30T14:45:53Z 490679 1
2010-10-30T20:32:16Z 491560 1
2010-11-10T17:33:31Z 536582 1
2010-11-11T13:17:51Z 540305 1
2010-11-16T09:51:25Z 560577 1
2010-11-25T19:55:38Z 598500 1
2010-11-27T23:45:56Z 607078 0
2010-11-30T07:38:14Z 614909 0
2010-11-30T07:38:38Z 614910 0
2010-11-30T07:38:42Z 614911 1
2010-12-10T02:37:40Z 647578 1
2010-12-10T23:02:05Z 649349 1
2010-12-12T17:34:59Z 653971 0
2010-12-14T00:32:54Z 658486 0
2010-12-14T01:47:52Z 658693 1
2010-12-14T02:57:22Z 659462 0
2010-12-15T08:08:59Z 662602 0
2010-12-18T02:10:44Z 669976 0
2010-12-23T20:41:39Z 688957 1
2010-12-24T20:21:51Z 693695 1
2010-12-26T21:03:52Z 700120 1
2010-12-31T20:12:24Z 721251 1
2011-01-02T21:08:03Z 729439 1
2011-01-02T22:38:35Z 729806 0
2011-01-06T04:39:56Z 746416 0
2011-01-11T14:53:55Z 769540 1
2011-01-12T05:05:06Z 773473 0
2011-01-15T16:46:23Z 791432 1
2011-01-15T21:51:40Z 793497 0
2011-01-15T22:57:50Z 793747 1
2011-01-16T18:59:58Z 799048 1
2011-01-17T02:13:04Z 801352 1
2011-01-17T11:40:47Z 803661 1
2011-01-19T21:35:28Z 818064 1
2011-01-22T02:02:09Z 837482 0
2011-01-22T05:40:55Z 840173 1
2011-01-23T21:49:39Z 849635 0
2011-01-24T00:17:28Z 850481 0
2011-01-25T15:37:50Z 858434 1
2011-01-27T20:45:50Z 872458 0
2011-01-31T00:42:29Z 894284 1
2011-01-31T02:03:38Z 894872 0
2011-02-01T23:55:10Z 904079 0
2011-02-03T01:02:58Z 909529 1
2011-02-05T05:21:04Z 922130 1
2011-02-05T13:08:57Z 923634 0
2011-02-16T11:24:56Z 985679 0
